id,类别,等级,名字,描述,基础威力,经验系数,修炼效果,运功效果,威力系数,修炼需求,攻击范围,伤害范围,使用特效,内力消耗,所属势力,使用目标,攻击架势,防御架势,召唤ID,使用次数,动作,子弹,特效,使用武器,伤害顺序,角色位移,Trail,隐藏
561,拳掌,4,天蚕手,天蚕丝线珍贵无比，坚韧异常，刀砍火烧皆不能破，平时隐藏在手腕间，使用时以内劲吐出，可捆绑缠绕敌人武器四肢，一旦被缚再难脱身,14,0.8,拳掌潜力2;拳掌1;经脉1,,经脉3;拳掌4;内力0.1,拳掌60;经脉40,"1,1,1","7,0,0",手臂点穴0.1;腿足点穴0.1,22,7,0,手14;足10,手10;足8,,,skill0_0,,墨爪狂-Target-Grid-Happen;网旋-Target-Grid-Happen,拳,Same,FALSE,0,0
562,拳掌,4,五毒神掌,五毒教至高掌法，需采五毒反复淬炼双掌，中掌者体内五毒流窜，相互攻伐，周身肌肤因而呈现赤黄青紫黑五种颜色，足见其毒性诡谲狂乱,20,1.1,意志潜力2;拳掌1;智力1,,意志3;拳掌2;毒术3,拳掌50;意志50;毒术50,"4,0,0","4,1,3",毒素0.05;凝血0.05;乱神0.05,24,7,0,心8;腹16,心9;腹5,,,skill0_1,,毒雾-Target-Grid-Start;蓝火爆发-Target-Grid-Happen,拳,Distance,FALSE,0,0
563,射术,4,鹤顶红,以红矾炼制而成的剧毒红色粉末，中毒者上吐下泻，随后很快肌肉麻痹，全身痉挛，若不及时救治，少顷便会窒息而亡,17,0.9,毒术潜力1;智力潜力1;射术2,,智力2;射术1;毒术5,射术55;智力40;毒术45,"1,1,1","1,0,1",毒素0.15;不愈0.1,21,7,0,头18;胸8,头4;胸2,,,skill5_0,11-----1.25,血爪爆-Target-Grid-Happen;血雾-Target-Grid-Happen,,Distance,FALSE,0,0
564,射术,4,黑血神针,五毒教至毒暗器银针，细如牛毛，遍体漆黑，中者周身溃烂且不断流出黑色脓血，形状凄惨恐怖，江湖中人见之无不胆寒,15,1,射术潜力2;智力1;灵巧1,,灵巧3;射术3;内力0.2,射术60;灵巧45,"0,3,5","0,0,0",毒素0.05;流血0.15,20,7,0,心16;腹9,心4;腹8,,,skill5_1,5-----1.2,喷血迹-Target-Grid-Happen,,Same,FALSE,0,0
565,奇门,4,害神蛊,此蛊之幼虫以宿主血肉为食，并在其体内不断孵化繁衍，可在一定程度上影响乃至操控宿主的心智和行为,16,1.2,奇门潜力2;奇门1;意志1,,意志2;奇门2;毒术4,奇门55;意志45;毒术55,"0,1,2","0,0,0",混乱0.08;虚弱0.08,25,7,0,头21,,,,skill0_2,,心脏-Target-Grid-Happen,,Same,FALSE,0,0
566,轻功,5,蚩尤鬼降,以苗家请神之法使先祖蚩尤降神附体，所过之处皆黑雾缭绕，功力稍浅者甫一接触，或疯癫乱舞，或丧神失魄，如见蚩尤真身,,1,轻功潜力1;意志潜力2;轻功1;意志1,轻功12;灵巧12;意志12;混乱0.06;目盲0.06;疯魔0.06,,轻功75;意志45;灵巧30,,,,0,7,0,,,,,,,,,Same,FALSE,0,0
567,绝技,5,万毒宝典,五毒教自先祖以来不断搜集而成，记载了无数虫蛇花草之毒理毒性及相生相克关系，故习此宝典，可知天下毒矣,,0.9,毒术潜力1;智力潜力1;绝技潜力1;智力2,绝技14;智力14;毒术12;毒素0.12;负面加成0.12,,绝技70;智力40;毒术75,,,,0,7,0,,,,,,,,,Same,FALSE,0,0
568,射术,5,金蚕王蛊,五毒教秘宝，其状若蚕虫，肤质金黄，毒性猛烈无比，顷刻间便能令中毒者五脏溃烂，七窍流血而亡,17,1.2,毒术潜力1;智力潜力1;射术潜力1;射术2,,智力1;意志3;射术2;毒术3,射术65;智力50;毒术80,"0,1,2","0,0,0",毒素0.1;混乱0.1;流血0.1;不愈0.1,30,7,0,头12;腹12,,,,skill4_0,11-----1.35,蛛网-Target-Grid-Happen,,Same,FALSE,0,0
569,内功,0,黑尸诀,阎罗殿入门之邪功，修习者身形僵直，皮肤隐隐发黑，如死尸一般,,1,内功1,生命上限30;内力上限10;内功3;体质3;经脉3;回血0.003,,内功10,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
570,轻功,0,飞沙走石,一边移动，一边以腿脚扬起沙尘迷惑敌人的步法,,0.9,轻功1,轻功2;体质5;目盲0.04,,轻功5,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
571,绝技,0,鬼夜哭,过程极为艰苦的锻炼力道之法，修习之时罕有不疼痛哭嚎者，因而得名,,1.1,力道1,绝技4;力道4;壮骨0.04,,绝技5;力道5,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
572,刀法,0,夜行刀法,西南盗匪常用刀法，招式简洁凶狠，专砍人要害,10,0.9,刀法1,,力道2;刀法2;内力0.1,刀法10,"4,0,0","4,1,2",杀机0.04,4,8,0,心17,心8,,,skill2_0,,墨烟-Target-Grid-Happen,刀,Same,FALSE,0,0
573,刀法,0,红眼刀法,西北刀客搏命时所使，招招凶猛，拼急斗狠的赌徒式刀法，此刀法一出，意味着不是你死，就是我亡,13,1,刀法1,,体质2;刀法1,刀法5;体质5,"0,1,1","0,0,0",疯魔0.02,7,8,0,腹18,腹6,,,skill2_1,,血轮-Target-Grid-Happen,刀,Same,FALSE,0,0
574,拳掌,0,僵尸拳,此拳法直来直去，直上直下，姿势僵硬怪异，却颇有几分力道,12,1.1,力道1,,力道3,力道10,"2,1,2","0,0,0",壮骨0.04,6,8,0,胸16,胸7,,,skill0_0,,黑焰-Target-Grid-Happen,拳,Same,FALSE,0,0
575,拳掌,0,招魂掌,阴柔迟缓，姿态诡异，如同巫师招魂，实为施展内力，迷惑敌人之掌法,9,0.9,拳掌1,,经脉1;拳掌2;内力0.2,拳掌5,"3,1,1","7,0,0",昏沉0.04,3,8,0,头14,头12,,,skill0_1,,紫雾-Target-Grid-Happen,拳,Same,FALSE,0,0
576,内功,1,杀意心法,每修炼一层，心中杀意便会增加一分的邪道心法，功力尚浅或急功近利者很容易因此走火入魔,,1.1,内功1;经脉1,生命上限50;内力上限30;内功4;力道4;经脉4;杀机0.06,,内功15;经脉15,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
577,轻功,1,邪鬼步,此步法专走斜路，看似歪歪扭扭，不成体统，实则蕴含几分威猛冲劲，不可掉以轻心,,1,轻功1;体质1,轻功4;力道4;体质4;霸体0.06,,轻功10;体质15,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
578,绝技,1,鬼打墙,用拳脚和身体击打冲撞砖墙的硬功修行之法，墙壁破碎坍塌之日，便是功成之时,,0.9,绝技1;力道1,绝技6;体质6;动摇0.03;刀法威力0.03,,绝技10;力道10,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
579,刀法,1,鬼面刀法,据传修习此刀法时，面部表情会不自觉变得狰狞恐怖，如同鬼怪，乃刀招中的邪气杀意具象化所致,13,1,刀法1;力道1,,力道2;刀法1;内力0.2,刀法15;力道10,"4,0,0","4,1,2",死战0.05,10,8,0,头20,头8,,,skill2_0,,黑爆-Target-Grid-Happen,刀,Same,FALSE,0,0
580,刀法,1,阴风刀法,刺客所用，以诡异多变，悄无声息的快刀闻名，招式如阴风阵阵，杀意凛然,12,1,刀法1;体质1,,体质2;刀法2;内力0.1,刀法10;体质15,"4,0,0","5,1,2",杀机0.06,9,8,0,心19,心9,,,skill2_1,,黑焰-Target-Grid-Happen,刀,Same,FALSE,0,0
581,拳掌,1,绝户爪,专攻敌人腹部和胯下的阴狠手法，一旦命中便能令其疼痛钻心，无力再战，重伤者甚至可能失去生育能力,11,0.9,拳掌1;力道1,,力道4;拳掌1;内力0.1,拳掌15;力道15,"0,1,1","0,0,1",虚弱0.06;腰腹点穴0.04,8,8,0,腹18,腹11,,,skill0_0,,爆血-Target-Grid-Happen,拳,Same,FALSE,0,0
582,拳掌,1,血手印,专攻敌人胸腹部位，以凶狠内劲阻截其血脉流通的掌法，因会在命中处留下手印形状的鲜红淤血而闻名,14,1.1,拳掌1;经脉1,,经脉1;拳掌3,拳掌20;经脉10,"1,1,1","0,0,0",凝血0.04,11,8,0,胸17,胸10,,,skill0_1,,爆血迹-Target-Grid-Happen,拳,Same,FALSE,0,0
583,内功,2,阴阳磨,将阴阳两股内力碰撞研磨之法，每旋转一周内劲便增加一分，敌人内力也磨损一分，若修为不精强行使用，自身经脉也会受损,,1.1,内功2;经脉1,生命上限80;内力上限40;内功6;体质6;经脉6;削内0.36;负面抗性-0.01,,内功30;经脉25,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
584,轻功,2,幽冥步,刺客所用，以诡异多变，悄无声息的步法闻名，身形如幽冥鬼影，视之无形，听之无声,,1,轻功2;体质1,轻功6;力道6;经脉6;杀机0.08,,轻功25;体质25,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
585,绝技,2,鬼见愁,阎罗殿强身健骨苦修之法，功成者全身劲力勇猛，更兼不惧刀砍斧劈，鬼怪见了也得发愁,,0.9,绝技2;力道1,绝技6;力道6;体质6;霸体0.08,,绝技25;力道20,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
586,刀法,2,夺命追魂刀,阴狠凶邪，专攻人体要害的刀法，传说此刀一出，必须见红夺命，否则便会反噬其主,17,1.1,刀法1;力道1,,力道1;刀法3;内力0.2,刀法35;力道20,"4,0,0","4,1,3",杀机0.04;疯魔0.04,17,8,0,心21,心8,,,skill2_0,,圆斩血-Target-Grid-Happen,刀,Distance,FALSE,0,0
587,刀法,2,修罗刀法,阎罗殿弟子常用之进阶刀法，讲求以战养战，威猛嗜杀，挥砍之间鬼神惊惧，气势不凡,15,1,刀法1;体质2,,体质3;刀法2;内力0.1,刀法25;体质25,"4,0,0","5,1,2",凝血0.08;动摇0.04,14,8,0,头12;胸9,头6;胸4,,,skill2_1,,乱斩火-Target-Grid-Happen,刀,Same,FALSE,0,0
588,拳掌,2,鬼哭拳,套路狂放，以力道取胜的拳法，由膂力过人者使出，劲风飒飒，声响刺耳，不明就里者只以为是冤鬼夜哭,16,0.9,拳掌2;力道1,,力道3;拳掌2;内力0.1,拳掌25;力道20,"4,0,0","4,1,2",断骨0.08,16,8,0,胸20,胸11,,,skill0_0,,暗影-Target-Grid-Happen,拳,Same,FALSE,0,0
589,拳掌,2,朱砂掌,修习者需用手掌快速拍打灼热铁砂，直至难以忍受，功成后则掌心血红，掌力附带灼热真气，所中之处立时皮焦肉烂,14,1.1,拳掌1;经脉2,,经脉2;拳掌3;内力0.2,拳掌35;经脉20,"1,1,1","0,0,1",内伤0.06;不愈0.04,15,8,0,心6;腹14,心3;腹8,,,skill0_1,,喷火-Target-Grid-Happen,拳,Same,FALSE,0,0
590,内功,3,混世魔功,此功法能在丹田之中生成一股混沌无匹的横练真气，左奔右突，狂轰乱撞，若不能驾驭此力道，便会走火入魔狂舞而亡,,1.1,内功潜力1;内功1;力道1,生命上限100;内力上限60;内功12;力道12;削内0.2;反伤削内0.2;疯魔0.04;负面抗性-0.02,,内功45;力道40,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
591,轻功,3,百鬼夜行,此步法气势威猛，一往无前，如阎罗王大开鬼门关，其内力携劲风呼号，化作妖魔鬼怪奔涌而出，常人见之无不恐惧惊慌,,0.9,轻功潜力1;轻功1;经脉1,轻功8;力道8;经脉8;杀机0.06;动摇0.06,,轻功40;经脉30,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
592,绝技,3,群魔乱舞,阎罗殿独门绝技，运功之时全身颤抖，手脚不受控制般狂乱舞动，实则为经脉和气血剧烈运行所致,,1,绝技潜力1;绝技1;体质1,绝技8;体质8;经脉8;死战0.04;霸体0.04;疯魔0.04,,绝技40;体质35,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
593,刀法,3,天玄七煞刀,此七式刀法每招名称中皆有一“杀”字，一刀比一刀更为邪气逼人，杀意旺盛，若七刀尽出则再无退路，不死不休,18,1,刀法潜力1;刀法1;力道1,,力道4;刀法2;内力0.1,刀法45;力道35,"4,0,0","5,1,3",死战0.06;杀机0.06,20,8,0,头9;胸14,头5;胸6,,,skill2_1,,血雾-Target-Grid-Start;血十字-Target-Grid-Happen,刀,Same,FALSE,0,0
594,刀法,3,阴阳乱刃,在刀上蕴含一阴一阳两股劲道，忽刚忽柔，随时变化，其招法看似散乱无章，实则配合无间，杀机四伏,19,1.2,力道潜力1;刀法1;体质1,,体质2;刀法3;内力0.2,刀法50;体质25,"3,1,2","7,0,0",动摇0.04;昏沉0.04;疯魔0.04,19,8,0,手10;足10,手7;足7,,,skill2_2,,气流-Target-Grid-Happen;墨旋-Target-Grid-Happen,刀,Same,FALSE,0,0
595,拳掌,3,黑龙十八手,下手毒辣，时刻以性命相搏的掌法，出手时劲力凝聚于掌心，使手掌乌黑发紫，形容恐怖，因而得名,17,1,体质潜力1;拳掌1;力道1,,力道3;拳掌3;内力0.1,拳掌45;力道30,"4,0,0","5,1,2",断骨0.05;凝血0.05,21,8,0,胸17;腹7,胸4;腹6,,,skill0_0,,墨乱-Target-Grid-Happen,拳,Same,FALSE,0,0
596,拳掌,3,抽髓掌,以阴损内力攻击敌方经脉的掌法，中者全身劲道散失，如被抽筋吸髓一般，内息亦空虚损耗，无力再战,16,1.1,拳掌潜力1;拳掌1;经脉1,,经脉2;拳掌4;内力0.2,拳掌40;经脉25,"2,1,2","0,0,1",削内0.4;不愈0.1,18,8,0,心12;腹10,心8;腹4,,,skill0_1,,墨爆-Target-Grid-Happen;爆气-Target-Hip-Happen,拳,Same,FALSE,0,0
597,内功,4,苦海魔功,相传此魔功竟是一名走火入魔之高僧所创，其劲道凶狠狂暴，逆势而行，能伤人经脉，损人修为，江湖人士无不畏惧三分,,1.2,内功潜力2;内功1;经脉1,生命上限120;内力上限80;内功15;经脉15;内伤0.06;疯魔0.06;削内0.32;负面抗性-0.02,,内功65;经脉50,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
598,轻功,4,无法无天步,横冲直撞，一往无前之步法，其声威地动山摇，其去势所向披靡，试图阻挡之人轻则歪倒撞飞，重则伤筋断骨,,0.9,轻功潜力2;轻功1;体质1,轻功6;力道12;体质12;重碾0.06;杀机0.06,,轻功55;体质40,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
599,绝技,4,炼狱破天劲,以炼狱般炎热内息充盈四肢，使周身力道暴增之绝技，功力不足者若强行催动，则有血脉爆裂之危险,,1,绝技潜力2;绝技1;力道1,绝技15;力道15;吸血0.05;壮骨0.05;动摇0.05,,绝技60;力道45,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
600,刀法,4,饮血魔刀,专攻血脉要害之凶邪刀法，在伤敌之时可吸取气血充盈自身，而使用者也常因异种气血难以消化而陷入癫狂,21,1,刀法潜力2;刀法1;力道1,,力道4;刀法3;内力0.1,刀法55;力道50,"4,0,0","5,1,3",吸血0.1;疯魔0.04,25,8,0,心16;头9,心8;头4,,,skill2_1,,血雾-Target-Grid-Happen;血斩-Target-Grid-Happen,刀,Same,FALSE,0,0
601,刀法,4,销魂鬼刃,专攻气脉要穴之阴狠刀法，可引异种真气侵入敌方丹田，消融内息，阻滞经脉，使其如销魂蚀骨般无力再战,20,1,力道潜力2;刀法1;体质1,,体质2;刀法4;内力0.3,刀法60;体质45,"4,0,0","4,1,4",内伤0.06;削内0.24,24,8,0,胸10;腹14,胸6;腹8,,,skill2_0,,墨染-Target-Grid-Happen;墨斩-Target-Grid-Happen,刀,Same,FALSE,0,0
602,拳掌,4,神倒鬼跌拳,阎罗王自蒙古摔跤术中悟出，以怪力攻敌下盘使其失去重心的拳法，高手相争之时若一方跌倒在地，无异于落入任人鱼肉之境地,22,0.9,体质潜力2;拳掌1;力道1,,力道3;拳掌3;内力0.2,拳掌55;力道40,"0,1,2","0,0,0",失衡0.12;动摇0.04,26,8,0,足18;腹4,足10;腹6,,,skill0_0,,升龙斩-Target-Grid-Happen;气流-Target-Grid-Happen,拳,Same,FALSE,0,0
603,拳掌,4,九死离魂掌,外劲威猛霸道，内劲怒涛汹涌的掌法，高手见之犹需避其锋芒，而贸然硬接此掌者，难免魂飞魄散，九死一生,19,1.1,拳掌潜力2;拳掌1;经脉1,,经脉4;拳掌3;内力0.1,拳掌65;经脉45,"0,1,2","0,0,1",死战0.06;不愈0.12,23,8,0,手8;胸19,手8;胸4,,,skill0_1,,蓝火爆发-Target-Grid-Happen,拳,Distance,FALSE,0,0
604,内功,5,万恶魔功,习武者最珍视苦修而来的内功功力，而此法却专攻任督二脉，损伤主脉消减功力，治疗不及便有伤残之虞，江湖中人不仅恨之入骨，更是畏之如虎,,1,力道潜力2;内功潜力1;内功1;力道1,生命上限140;内力上限100;内功12;力道12;经脉12;内伤0.08;削内0.36;负面抗性-0.04,,内功75;经脉60;力道45,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
605,绝技,5,血脉逆行,令周身血脉逆行之奇功，可将他人血液吸入自身体内恢复元气，因异种血液排斥反应，时常也会让使用者陷入癫狂,,1.1,经脉潜力2;绝技潜力1;绝技1;经脉1,绝技12;力道12;体质12;凝血0.06;吸血0.12;疯魔0.06;负面抗性-0.02,,绝技75;体质70;经脉50,,,,0,8,0,,,,,,,,,Same,FALSE,0,0
606,刀法,5,杀人刀法,相传阎罗王曾学尽天下刀法，并以此创出这一无所不用其极的最强杀戮法门，因其凶险异常，稍有不慎便会走火入魔,24,1,体质潜力2;刀法潜力1;刀法1;体质1,,力道3;体质3;刀法3;内力0.1,刀法70;力道65;体质40,"4,0,0","5,2,4",杀机0.08;吸血0.08;疯魔0.04,27,8,0,头8;胸10;腹8,头4;胸6;腹4,,,skill2_2,,瞬杀-Target-Grid-Happen,刀,Same,FALSE,0,0
607,内功,0,龟息功,模仿龟鳖，减缓呼吸频率的吐纳之法，有调养心神，延年益寿之功效,,1,内功1,生命上限10;内力上限30;内功4;意志4;调息0.04;负面抗性0.02,,内功10;意志5,,,,0,9,0,,,,,,,,,Same,FALSE,0,0
608,轻功,0,灵虚步,灵巧飘逸，避实就虚之步法，其中意图常人难以揣测,,1.1,轻功1,轻功4;灵巧4;飘逸0.04,,轻功10;灵巧10,,,,0,9,0,,,,,,,,,Same,FALSE,0,0
609,绝技,0,抚琴清音,江上调玉琴，一弦清一心，乃是借瑶琴演奏锻炼心智之法门,,1.1,绝技1,绝技4;智力4;定神0.04,,绝技10;智力5,,,,0,9,0,,,,,,,,,Same,FALSE,0,0
610,射术,0,胡笳十八拍,假托蔡文姬之名所作琴曲，其音调如怨如慕，如泣如诉，闻者无不落泪伤心，难以自持,8,1.1,射术1,,智力2;射术2;内力0.1,射术5;智力10,"1,1,2","7,0,0",削内0.16;弱点0.04;疲劳0.04,5,9,0,头21,头4,,,skill4_8,13-----0.8,音波-Target-Grid-Happen,琴,Distance,FALSE,0,0
611,内功,1,琴棋书画功,大隐阁武功不善争强斗狠，只求与世无争之意，因此入门弟子皆需修习琴棋书画等修身养性之法,,1,内功1;意志1,生命上限20;内力上限60;内功6;意志6;醒脑0.06;负面抗性0.03,,内功20;意志10,,,,0,9,0,,,,,,,,,Same,FALSE,0,0
612,轻功,1,笔走龙蛇,以脚沾水，在地面挥洒行书之步法，其所成文字矫健活泼，潇洒大气，颇有几分嬉戏之意趣,,1,轻功1;灵巧1,轻功6;灵巧6;闪避0.06,,轻功20;灵巧10,,,,0,9,0,,,,,,,,,Same,FALSE,0,0
613,绝技,1,星罗棋布,以棋盘对弈为形制，分析阵型地利之法，用兵作战，攻守纵横之妙，皆可蕴含其中,,1.1,绝技1;智力1,绝技6;智力6;弱点0.06,,绝技15;智力20,,,,0,9,0,,,,,,,,,Same,FALSE,0,0
614,射术,1,七弦无形音,以琴弦引动音波，化为劲风飞射攻敌的奇特武功，其招式无影无形，因此难以躲避,7,0.9,射术1;智力1,,智力2;射术3;内力0.2,射术15;智力15,"1,1,2","7,0,0",震脑0.1,12,9,0,头19,头9,,,skill4_8,13-----0.9,快刃-Target-Grid-Happen,琴,Distance,FALSE,0,0
615,射术,1,棋盘四式,活棋之子要求上下左右有气存在，此功法以棋子射击敌人上下左右四个方位，若四气皆失，则已入死地矣,9,1,射术1;灵巧1,,灵巧3;射术2;内力0.1,射术20;灵巧10,"0,2,3","0,0,0",迟缓0.06,8,9,0,心18,心10,,,skill5_1,14-----1,战轮-Target-Grid-Happen,,Same,FALSE,0,0
616,奇门,1,永字八法,此八招在空中画一“永”字，取“永”字中侧勒努趯策掠啄磔八种运笔方式，作为书法功夫的入门修习,11,1,奇门1;智力1,,智力3;奇门2;内力0.1,奇门20;智力10,"1,1,1","0,0,0",伤筋0.06,11,9,0,手16,手12,,,skill4_7,,墨旋-Target-Grid-Happen,笔,Same,FALSE,0,0
617,奇门,1,丹青破穴,以人体为画布，以穴位为着墨之处的奇门绘画武功，能快速点指敌人多处穴位,10,1.1,奇门1;意志1,,意志1;奇门3;内力0.2,奇门25;意志15,"0,1,1","0,0,0",心胸点穴0.04;头颈点穴0.04,10,9,0,腹17,腹11,,,skill4_7,,墨染-Target-Grid-Happen,笔,Same,FALSE,0,0
618,剑法,1,天罗地网剑,剑光铺天盖地笼罩敌人周身，看似颇具威力之剑法，然而并不求杀伤目标，而是以限制其行动为目的,8,1,剑法1;灵巧1,,灵巧1;剑法3;内力0.1,剑法20;灵巧10,"1,1,1","7,0,0",腿足点穴0.06;笨拙0.06,9,9,0,足14,足14,,,skill1_2,,三连剑影小-Target-Grid-Happen,剑,Same,FALSE,0,0
619,内功,2,无欲无情功,世人诸多烦恼皆因欲情二字而起，习此心法则需摒弃二者，无悲无喜之时，内息运行自然畅通无阻，事半功倍,,1.1,内功2;意志1,生命上限30;内力上限90;内功9;意志9;醒脑0.03;无敌0.03;负面抗性0.03,,内功35;意志25,,,,0,9,0,,,,,,,,,Same,FALSE,0,0
620,轻功,2,横空挪移,腾空而起，快速左右横移之步法，因其发力迅速，能够躲避各种常见招式的攻击,,1,轻功2;灵巧1,轻功9;灵巧9;飘逸0.08,,轻功30;灵巧20,,,,0,9,0,,,,,,,,,Same,FALSE,0,0
621,绝技,2,丹青妙手,丹青绘画对手劲之发力，指点之精准，心神之修养皆有极高要求，因而大隐阁有此假借绘画进行身心修炼之法,,1,绝技2;智力1,灵巧6;智力6;意志6;舒筋0.04;定神0.04,,绝技25;智力25;意志10,,,,0,9,0,,,,,,,,,Same,FALSE,0,0
622,射术,2,阳春白雪,在琴弦发射的风刃中融入阴阳两种真气，其中阳春者炽热流火，白雪者冰寒刺骨，冰火交加而下，颇难应付,12,1.1,射术1;智力2,,智力4;射术2;内力0.3,射术35;智力20,"2,1,3","7,0,0",灼烧0.05;冰寒0.05,15,9,0,心22,心9,,,skill4_8,13-----1,冰域-Target-Grid-Happen;火柱-Target-Grid-Happen,琴,Distance,FALSE,0,0
623,射术,2,手谈十九路,棋盘纵横各十九道，对弈双方默不作声，以手上功夫对谈，此功夫貌似围棋之法，实则也是习武对敌之理也,14,1,射术2;灵巧1,,灵巧2;射术3;内力0.2,射术30;灵巧20,"0,1,2","0,0,0",昏沉0.05;腰腹点穴0.05,13,9,0,腹14;手4,腹11;手2,,,skill5_1,14-----1.1,墨乱-Target-Grid-Happen,,Same,FALSE,0,0
624,奇门,2,铁画银钩,抑扬顿挫，刚柔并济的书法功夫，以铁画出击时苍劲有力，以银钩防御时柔转秀丽，若其中一式修炼不精便会失其神韵,16,1.1,奇门2;智力1,,智力3;奇门3;内力0.1,奇门35;智力15,"3,1,1","7,0,0",舒筋0.04;伤筋0.04,18,9,0,手10;足8,手6;足6,,,skill4_7,,劈砍_黑白多重中-Target-Grid-Happen,笔,Same,FALSE,0,0
